feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
FAM84A	groups	respiratory failure	1.24362847382437	0.0314867196566998	1.77863632502849e-322	3.64076974420415e-320	CPLM	1.201	13124	4027	69
C2orf54	groups	respiratory failure	1.8284571109045	0.0465174703306329	1.44810640796069e-319	2.86865185793378e-317	CPLM	1.207	13124	2055	84
PPDPF	groups	respiratory failure	0.823743777323768	0.0211474817155354	3.62986683495318e-314	6.96594132295203e-312	CPLM	1.164	13124	6894	47
KAZN	groups	respiratory failure	1.21180165962166	0.03138810109527	6.03531170620643e-309	1.12311664205496e-306	CPLM	1.01	13124	3518	73
C1orf116	groups	respiratory failure	1.12731172591647	0.029624443833914	1.1855862780945e-300	2.14137803934657e-298	CPLM	1.234	13124	3992	70
TMSB10	groups	respiratory failure	0.710982867040572	0.0187911899064176	2.02020205504169e-297	3.54458880571743e-295	CPLM	1.382	13124	10759	18
NET1	groups	respiratory failure	0.982022126625449	0.0260835053934307	1.17339681469514e-294	2.00161939973413e-292	CPLM	1.148	13124	5569	58
FUT3	groups	respiratory failure	1.22837907192148	0.0326482507744507	2.69955804075034e-294	4.48053673736428e-292	CPLM	1.26	13124	3270	75
A2ML1	groups	respiratory failure	2.54066661962507	0.0682414574287936	1.67289930451304e-288	2.70349332342489e-286	CPLM	1.399	13124	1410	89
PTK6	groups	respiratory failure	1.54782647252191	0.0419125246524656	4.05981099158097e-284	6.39264084597403e-282	CPLM	1.132	13124	2154	84
GCNT3	groups	respiratory failure	1.60242129457787	0.0438297986330018	9.19803640981888e-279	1.41212853981744e-276	CPLM	1.353	13124	2429	81
HLA-B	groups	respiratory failure	-0.752469512629826	0.0206416291904138	3.10486082677936e-277	4.65047569201269e-275	CPLM	1.479	13124	12036	8
ACTG1	groups	respiratory failure	0.628307436797312	0.0173223539750324	1.29473842581485e-274	1.89309254117357e-272	CPLM	1.424	13124	11304	14
TUFT1	groups	respiratory failure	1.48277842467777	0.0409944712550866	3.64407719483538e-273	5.20425071011257e-271	CPLM	1.149	13124	2353	82
ERV3-1	groups	respiratory failure	1.91078507401144	0.0530412861799098	4.37738273989014e-271	6.10943350128758e-269	CPLM	1.192	13124	1624	88
YPEL3	groups	respiratory failure	1.01448855134152	0.0282964230997331	1.23413309760628e-268	1.68418030053337e-266	CPLM	1.01	13124	3970	70
XDH	groups	respiratory failure	1.94606459297896	0.0548046705201223	8.73526453772724e-264	1.16615781578659e-261	CPLM	1.351	13124	1915	85
TPM4	groups	respiratory failure	1.11307079699554	0.0314438064011889	3.11434842856211e-262	4.06919440421275e-260	CPLM	1.406	13124	6076	54
S100A6	groups	respiratory failure	-0.965673123394012	0.0273066788012293	9.57326842029737e-262	1.2247800285218e-259	CPLM	1.479	13124	11349	14
DOCK9	groups	respiratory failure	1.31846945393776	0.0377720593661848	2.36811980571824e-255	2.9678823932481e-253	CPLM	1.141	13124	3207	76
IFITM3	groups	respiratory failure	-1.77698679516749	0.0510596166776619	6.50049407567e-254	7.98390682373789e-252	CPLM	1.254	13124	5381	59
RIOK3	groups	respiratory failure	1.00380474602645	0.0289279657784948	1.6765169918777e-252	2.01872369551392e-250	CPLM	1.233	13124	6195	53
TIMP2	groups	respiratory failure	1.62923787445743	0.0469891247023093	4.01853275907515e-252	4.74573262951548e-250	CPLM	1.302	13124	2203	83
OPTN	groups	respiratory failure	0.8387681586227	0.0241963593672714	5.11695819471175e-252	5.92891325919337e-250	CPLM	1.11	13124	5883	55
HIST1H2BD	groups	respiratory failure	1.2253758102195	0.0353592072172359	7.02802511215969e-252	7.99242633588382e-250	CPLM	1.138	13124	3441	74
ADGRF1	groups	respiratory failure	0.891235755706882	0.0257801563727975	1.02606745473224e-250	1.14565095263831e-248	CPLM	1.3	13124	6531	50
SLC31A2	groups	respiratory failure	1.60711167348998	0.0465113717667456	1.78814799322423e-250	1.96089586185535e-248	CPLM	1.179	13124	2078	84
MAL	groups	respiratory failure	2.96749396588542	0.0862414171773498	1.70002641344418e-248	1.83155477280013e-246	CPLM	1.557	13124	1813	86
ZNF117	groups	respiratory failure	1.91538015657265	0.0556772768019645	2.16681653357543e-248	2.29421040218737e-246	CPLM	1.181	13124	1812	86
IFI6	groups	normal	-2.70248250059805	0.0785915116673834	3.48253112300737e-248	3.62478366548954e-246	CPLM	1.415	13124	5726	56
PHLDA3	groups	respiratory failure	1.3903399257508	0.0405407939785559	6.25867872611219e-247	6.40575767617583e-245	CPLM	1.106	13124	2335	82
KRT80	groups	respiratory failure	1.75648258895474	0.0513876264043776	2.24434777971507e-245	2.25943274020168e-243	CPLM	1.359	13124	2722	79
MTUS1	groups	respiratory failure	0.966334831896904	0.0283225072001814	1.57480576690848e-244	1.55981971202983e-242	CPLM	1.236	13124	5965	55
PRSS27	groups	respiratory failure	2.36588787355128	0.0694246292040629	5.59922289029192e-244	5.45790916972741e-242	CPLM	1.422	13124	1531	88
GPRC5A	groups	respiratory failure	1.45029560462804	0.0425933092843813	1.37421345045598e-243	1.31860074988284e-241	CPLM	1.444	13124	3565	73
NDRG2	groups	respiratory failure	1.06413523782626	0.0312564265320688	1.58310020063947e-243	1.49566435878877e-241	CPLM	1.347	13124	5713	56
MBOAT2	groups	respiratory failure	0.98297339999752	0.0296153575966299	4.88715565508463e-232	4.54727619361738e-230	CPLM	1.164	13124	3971	70
NCCRP1	groups	respiratory failure	1.78624479284746	0.0539180768512318	3.31074694737485e-231	3.03452194086999e-229	CPLM	1.375	13124	1948	85
MYO5B	groups	respiratory failure	0.789265139998791	0.023908632600039	1.18672161084237e-229	1.07171432532103e-227	CPLM	1.145	13124	6037	54
IL18	groups	respiratory failure	1.33414486896887	0.0406032615987156	1.27681497926e-227	1.1363653315414e-225	CPLM	1.097	13124	2729	79
IL1RN	groups	respiratory failure	1.91827115541881	0.0585499091057738	2.28646635150077e-226	2.0058842663666e-224	CPLM	1.486	13124	2600	80
MIR4435-2HG	groups	respiratory failure	1.47690981364703	0.0451311590126948	7.2684425693887e-226	6.28669096036845e-224	CPLM	1.201	13124	2470	81
PRDX5	groups	normal	0.668245009588977	0.020453613731667	3.67958273682409e-225	3.13837744261621e-223	CPLM	1.405	13124	10036	24
SPECC1	groups	respiratory failure	1.27752566200382	0.0392455217245765	1.34176364134281e-223	1.12873568787482e-221	CPLM	1.242	13124	3130	76
CDYL	groups	respiratory failure	1.0397607358058	0.0319761959270003	3.9022189375375e-223	3.23831439127267e-221	CPLM	1.01	13124	3432	74
ZNRF1	groups	respiratory failure	0.990704099653507	0.0304914125485966	8.3997175274678e-223	6.87768871149063e-221	CPLM	1.01	13124	3405	74
PTMA	groups	respiratory failure	-1.08923385286184	0.0335965276506702	6.94100551240473e-222	5.60851511206283e-220	CPLM	1.168	13124	9020	31
SLC16A3	groups	respiratory failure	0.958548332316852	0.0295666389337619	7.1733228467122e-222	5.72095787034541e-220	CPLM	1.13	13124	4076	69
PRDX1	groups	respiratory failure	-0.725115935144633	0.0223679530750451	7.68721023719331e-222	6.05219975212873e-220	CPLM	1.356	13124	10590	19
CEACAM1	groups	respiratory failure	1.9781827190974	0.0610682354549398	1.61100442261218e-221	1.2523010328179e-219	CPLM	1.436	13124	1880	86
CEACAM5	groups	respiratory failure	1.67238609888458	0.0520808233462179	7.3380332409364e-218	5.6328577665738e-216	CPLM	1.556	13124	3519	73
ERBB3	groups	respiratory failure	0.890748082123715	0.0277553657842979	1.27472821570593e-217	9.66432836129645e-216	CPLM	1.148	13124	4772	64
SGTA	groups	respiratory failure	1.41696227856885	0.0443628028875006	1.18613280345957e-215	8.88297749517709e-214	CPLM	1.206	13124	2687	80
DNAH5	groups	normal	0.981184157680418	0.0308306400035447	3.61401434293149e-214	2.67393519035449e-212	CPLM	1.43	13124	6276	52
VSIR	groups	respiratory failure	1.0844496018815	0.0343144760352609	2.49413731812216e-211	1.82339253221288e-209	CPLM	1.124	13124	2870	78
KRT78	groups	respiratory failure	2.75790649989786	0.0877096438901358	2.69806910570664e-209	1.94927557389935e-207	CPLM	1.493	13124	1336	90
TMEM159	groups	respiratory failure	1.03294907745863	0.0329004724576023	1.07997200467891e-208	7.71175358224792e-207	CPLM	1.01	13124	2811	79
MT-ND3	groups	long COVID-19	0.936477249618183	0.0298282866056997	1.0980451010897e-208	7.75068386872624e-207	CPLM	1.364	13124	10115	23
TMPRSS4	groups	respiratory failure	0.840156115003195	0.0268738865879644	5.27331961301566e-207	3.67993815267377e-205	CPLM	1.305	13124	5898	55
ANXA11	groups	long COVID-19	0.770144126372248	0.0246721701997024	2.12129483337279e-206	1.46369343502723e-204	CPLM	1.243	13124	8665	34
MYL12A	groups	respiratory failure	0.621458250125888	0.0199105164857715	2.28338735191654e-206	1.55803130312439e-204	CPLM	1.17	13124	8585	35
HLA-A	groups	respiratory failure	-0.732185657399755	0.0234771745585804	4.78345022778962e-206	3.22804042295122e-204	CPLM	1.406	13124	11124	15
FAM129B	groups	respiratory failure	1.10390494501095	0.0354778249988678	3.84475502676457e-205	2.56637398036535e-203	CPLM	1.437	13124	6265	52
DUSP16	groups	respiratory failure	1.184422020105	0.0382672232214303	4.42836088764795e-203	2.92414668935979e-201	CPLM	1.098	13124	2985	77
SMAGP	groups	respiratory failure	0.997178087214832	0.0322443487537274	9.29178433517054e-203	6.07030293641301e-201	CPLM	1.134	13124	3036	77
SASH1	groups	respiratory failure	1.13255589802025	0.0366458573209823	1.66605475315743e-202	1.07697286727787e-200	CPLM	1.235	13124	3500	73
PROM1	groups	normal	0.913464314530611	0.0296737611937902	5.56254212197158e-201	3.5582886636487e-199	CPLM	1.305	13124	5977	54
TMPRSS2	groups	respiratory failure	1.28344231054813	0.0417253475916945	1.11726636301739e-200	7.0733327167936e-199	CPLM	1.443	13124	5267	60
TRIP10	groups	respiratory failure	1.21756513426734	0.0396057278679525	1.8280906897972e-200	1.14554131898414e-198	CPLM	1.239	13124	3026	77
TRIM16	groups	respiratory failure	0.91179617987173	0.0298559875793361	5.98972821999389e-198	3.71544656555379e-196	CPLM	1.01	13124	3043	77
IFITM3	groups	normal	-1.7506971287174	0.0576198731718747	5.12826561186825e-196	3.14926791224829e-194	CPLM	1.254	13124	5381	59
STK39	groups	respiratory failure	0.837844867489943	0.0277466229041805	1.03536994786007e-193	6.2952543067413e-192	CPLM	1.119	13124	4648	65
HLA-A	groups	normal	-0.763011903795722	0.0253316928916011	8.71277329225574e-193	5.24560203801397e-191	CPLM	1.406	13124	11124	15
GALNT1	groups	respiratory failure	1.03048913475285	0.0342785921358983	4.55092224881539e-192	2.71332170193935e-190	CPLM	1.248	13124	4865	63
PRSS8	groups	respiratory failure	1.20101932659595	0.0400628673897346	4.80505790404002e-191	2.83729428737594e-189	CPLM	1.331	13124	3020	77
DCLRE1C	groups	respiratory failure	1.20662278181698	0.040270809757721	7.45732399032831e-191	4.36146920234344e-189	CPLM	1.01	13124	2298	82
SPSB3	groups	respiratory failure	0.875190828099099	0.0293556749274143	4.89642743499319e-189	2.83669442248049e-187	CPLM	1.01	13124	4068	69
FUT6	groups	respiratory failure	1.12436446896762	0.037829530598608	6.29288071157164e-188	3.61164303268798e-186	CPLM	1.217	13124	2552	81
HSPB8	groups	respiratory failure	2.088660845686	0.0708226200427353	3.79650657073011e-185	2.15873581952348e-183	CPLM	1.446	13124	1814	86
TJP1	groups	respiratory failure	0.829319319370295	0.0282891547624231	4.85240480245313e-183	2.73381815521694e-181	CPLM	1.127	13124	4739	64
TTC22	groups	respiratory failure	1.07169200408296	0.036898270134511	8.28537227924551e-180	4.62549737880424e-178	CPLM	1.01	13124	2395	82
WASL	groups	respiratory failure	0.718231119419957	0.0247483161815348	1.55675268552867e-179	8.61262904669509e-178	CPLM	1.01	13124	4990	62
CSNK1E	groups	respiratory failure	0.875186956773919	0.0301743925067458	2.48405762664342e-179	1.36201766832297e-177	CPLM	1.01	13124	3957	70
PROM1	groups	long COVID-19	1.06940243820806	0.0369342987255249	9.74098037556699e-179	5.2937487156068e-177	CPLM	1.305	13124	5977	54
IGFBP7	groups	normal	0.958887086457732	0.0332550449917084	2.53657984313514e-177	1.36641551023622e-175	CPLM	1.387	13124	5574	58
MPRIP	groups	respiratory failure	0.841233276484652	0.0292732278338959	3.5215802241618e-176	1.8805238397024e-174	CPLM	1.01	13124	4661	64
SLK	groups	respiratory failure	0.771926010796045	0.0269392987451793	3.32223328871659e-175	1.75877884706971e-173	CPLM	1.336	13124	8064	39
HIST3H2A	groups	respiratory failure	1.48452887026938	0.0519167804145133	1.67072258903642e-174	8.76915164040396e-173	CPLM	1.245	13124	2281	83
UBC	groups	respiratory failure	0.512173955234582	0.0179854599611497	3.91841159303137e-173	2.03923437227167e-171	CPLM	1.352	13124	11235	14
LITAF	groups	respiratory failure	0.658116521938204	0.0231708411180235	2.87640173455652e-172	1.48436832369005e-170	CPLM	1.01	13124	6553	50
TCHP	groups	respiratory failure	0.995189167342862	0.0352487790293681	2.66521064605569e-170	1.363921548119e-168	CPLM	1.01	13124	2890	78
CYSRT1	groups	respiratory failure	1.5232391727926	0.0541591987605055	4.72594779385098e-169	2.39851614892883e-167	CPLM	1.219	13124	1648	87
METRNL	groups	respiratory failure	1.19017294435479	0.0423689221048533	1.18122026951834e-168	5.94579809435418e-167	CPLM	1.221	13124	2719	79
ZNF185	groups	respiratory failure	0.911619880856317	0.0324956402380738	3.15904295582134e-168	1.57720998306495e-166	CPLM	1.205	13124	3642	72
CCNG2	groups	respiratory failure	1.34328079997296	0.0479699221933188	1.22041415293438e-167	6.04400267191132e-166	CPLM	1.283	13124	2651	80
C6orf132	groups	respiratory failure	0.6523287168289	0.0235342421988539	2.17905111925336e-164	1.07052423386679e-162	CPLM	1.167	13124	6397	51
PLTP	groups	long COVID-19	1.35470006159494	0.0489614523648094	7.98543709318206e-164	3.89194993565326e-162	CPLM	1.205	13124	3225	75
HIST1H1C	groups	respiratory failure	1.36477198776996	0.0498331400797297	1.23680660946449e-160	5.98049558167041e-159	CPLM	1.443	13124	3852	71
FCHO2	groups	respiratory failure	0.946138285060602	0.0346307808579843	6.85805391319962e-160	3.29025852194991e-158	CPLM	1.01	13124	3308	75
ALDH3A1	groups	long COVID-19	1.15640078617314	0.0424509010666578	5.40082551967674e-159	2.57104414855309e-157	CPLM	1.561	13124	8112	38
FBXO32	groups	respiratory failure	1.39807512496017	0.0513266553318402	5.70577568203472e-159	2.69532065102886e-157	CPLM	1.386	13124	3074	77
GCLC	groups	normal	0.763774931572518	0.0281427887693355	7.4132351750791e-158	3.47516619924892e-156	CPLM	1.222	13124	6666	49
ALDH1A3	groups	respiratory failure	1.66537364153145	0.0613767567320579	8.57446706759546e-158	3.98907592894725e-156	CPLM	1.466	13124	3067	77
CARHSP1	groups	respiratory failure	0.964134433883395	0.0357678738847438	8.3087499624466e-156	3.83639349769809e-154	CPLM	1.01	13124	2886	78
CTSB	groups	respiratory failure	0.624786627309401	0.0232543976573253	7.83409954421102e-155	3.59023920156715e-153	CPLM	1.375	13124	9884	25
PADI1	groups	respiratory failure	1.54307385871727	0.0578341715681749	8.96623450573935e-153	4.07864045183299e-151	CPLM	1.354	13124	2070	84
RARRES3	groups	respiratory failure	0.735733845479309	0.0276270492933493	3.18691311999065e-152	1.43903187278401e-150	CPLM	1.346	13124	6388	51
SQSTM1	groups	respiratory failure	0.639565563169614	0.0241080920570646	4.17334396917163e-151	1.87069381859e-149	CPLM	1.38	13124	9711	26
ST3GAL4	groups	respiratory failure	1.10799880830461	0.0417812840635921	5.37807728666278e-151	2.39324439256494e-149	CPLM	1.183	13124	2453	81
FOXC1	groups	respiratory failure	0.910589673342667	0.034394501072116	1.63558471437342e-150	7.22598973450877e-149	CPLM	1.01	13124	3277	75
TMEM106B	groups	respiratory failure	0.814651829279192	0.0308183554537777	4.57303580345431e-150	2.00592949064378e-148	CPLM	1.103	13124	4640	65
MALAT1	groups	respiratory failure	-1.08134591497333	0.0410253173990211	3.07840842935772e-149	1.34074511806282e-147	CPLM	1.879	13124	13036	1
PLS3	groups	respiratory failure	1.06821383962747	0.0406135595804786	1.25502119000977e-148	5.42752473792254e-147	CPLM	1.239	13124	2907	78
RPL13	groups	respiratory failure	-0.809797337457953	0.0308519610409382	4.84791999207798e-148	2.08189347352104e-146	CPLM	1.244	13124	9496	28
RPL34	groups	respiratory failure	-0.852577857593017	0.0324930531198989	6.07965484211994e-148	2.5927194712124e-146	CPLM	1.229	13124	9641	27
HSP90AB1	groups	respiratory failure	-0.613074922615013	0.023367212140419	6.42740454158049e-148	2.72211664067902e-146	CPLM	1.39	13124	11231	14
BCL2L11	groups	respiratory failure	0.982203489960925	0.0374921493416582	1.69920404297025e-147	7.14713152594541e-146	CPLM	1.129	13124	3804	71
NTN4	groups	respiratory failure	0.838147228554033	0.0320292941416518	3.53804543052993e-147	1.47803652985608e-145	CPLM	1.01	13124	3709	72
REEP3	groups	respiratory failure	0.74050680500394	0.0283168760664762	5.45948385826978e-147	2.26531691713748e-145	CPLM	1.01	13124	4009	69
DUSP4	groups	respiratory failure	1.10486540261697	0.0423538773766407	2.69406866373108e-146	1.11035407140756e-144	CPLM	1.213	13124	3762	71
KRT7	groups	normal	-1.34492551832579	0.0516354226146928	7.26254291708861e-146	2.97328507025608e-144	CPLM	1.472	13124	5651	57
ITPRIP	groups	respiratory failure	1.41686090784898	0.0544177437222387	9.265637745974e-146	3.76823055616069e-144	CPLM	1.186	13124	1774	86
LIPH	groups	respiratory failure	0.71685660169063	0.0275977979212795	4.26134756041482e-145	1.72164048477022e-143	CPLM	1.155	13124	5217	60
IGFBP2	groups	long COVID-19	1.03847057951233	0.0399815196895131	4.40860336013596e-145	1.76949236827418e-143	CPLM	1.235	13124	4654	65
CD59	groups	normal	0.516797956945738	0.0199863797505346	7.77871594287442e-144	3.10188926007739e-142	CPLM	1.348	13124	9856	25
SLC6A6	groups	long COVID-19	0.997265286278592	0.0386681305311932	4.06016635310115e-143	1.60861171447704e-141	CPLM	1.15	13124	5624	57
S100P	groups	normal	-1.41515839399482	0.0549048396054366	5.96010192834241e-143	2.34621704756095e-141	CPLM	1.596	13124	6840	48
HOOK3	groups	respiratory failure	0.906459214139818	0.0351966015459842	9.88008031638811e-143	3.86455880400888e-141	CPLM	1.01	13124	3431	74
CRYBG2	groups	respiratory failure	1.4620610492689	0.0573438124343316	5.3803189824265e-140	2.09117334627096e-138	CPLM	1.217	13124	1370	90
IFI6	groups	respiratory failure	-1.26314913759053	0.0499142803290291	5.39575656890411e-138	2.08398371632957e-136	CPLM	1.415	13124	5726	56
RPS18	groups	respiratory failure	-1.01679777191967	0.0402453846993598	1.46684405795665e-137	5.62993084994486e-136	CPLM	1.329	13124	8816	33
CST6	groups	respiratory failure	1.48765213085164	0.0590551434155812	8.73832368865012e-137	3.33304632124226e-135	CPLM	1.26	13124	1569	88
PSCA	groups	normal	-0.903518859949796	0.0358687056366535	9.0126307921185e-137	3.41645467249381e-135	CPLM	1.58	13124	9792	25
SPNS2	groups	respiratory failure	1.45667191303203	0.0578897417868414	1.71497466431586e-136	6.46114074451761e-135	CPLM	1.43	13124	2245	83
ADIPOR2	groups	respiratory failure	0.811562119648678	0.0323379259266404	8.4828205638968e-136	3.17640250505428e-134	CPLM	1.099	13124	3841	71
MRPS6	groups	long COVID-19	1.5008793839606	0.0599064005405493	2.35215859593315e-135	8.75430662886393e-134	CPLM	1.127	13124	2943	78
H1F0	groups	respiratory failure	1.01946969322163	0.0407069020059123	2.95941762999445e-135	1.09480624492746e-133	CPLM	1.45	13124	6147	53
TSPAN1	groups	respiratory failure	-0.518932425102087	0.0207304268659996	3.91996053332763e-135	1.44146572665659e-133	CPLM	1.458	13124	10399	21
ABHD5	groups	respiratory failure	0.85188719950058	0.0341694232341468	4.38892462364849e-134	1.60430869725151e-132	CPLM	1.135	13124	3593	73
RNF19A	groups	long COVID-19	1.01229125306532	0.0406822502382726	1.39015832892913e-133	5.05145698103774e-132	CPLM	1.01	13124	5003	62
FABP6	groups	normal	1.09767918354049	0.0441230309755143	1.57255277989735e-133	5.68061565961743e-132	CPLM	1.243	13124	3287	75
APOD	groups	normal	1.14519709581616	0.0461799965133517	1.03100638535184e-132	3.70257907160566e-131	CPLM	1.187	13124	2624	80
TMPRSS11E	groups	respiratory failure	1.68943167797975	0.0681573575434811	1.34889354923014e-132	4.81602051501296e-131	CPLM	1.45	13124	1634	88
LYPD2	groups	normal	-1.8121334013023	0.0732164550940971	3.23185927411502e-132	1.14721663597343e-130	CPLM	1.376	13124	4085	69
XIST	groups	respiratory failure	-3.51321757474612	0.142192948965132	8.93310910086426e-132	3.15277143611537e-130	CPLM	1.32	13124	4373	67
ABCA13	groups	normal	0.650227827924875	0.0263805515968891	3.6336221260664e-131	1.27508991292422e-129	CPLM	1.353	13124	8206	37
VMO1	groups	normal	-2.1032035441491	0.0853417652855717	3.94813259783856e-131	1.37758422064356e-129	CPLM	1.553	13124	4474	66
KLHL6	groups	normal	0.854740370489322	0.034873676894414	9.43694779051586e-130	3.2741410385061e-128	CPLM	1.238	13124	4556	65
ADH1C	groups	respiratory failure	-1.26449478702356	0.0516490932415183	1.78626380313492e-129	6.16261012081547e-128	CPLM	1.425	13124	5788	56
XBP1	groups	respiratory failure	-1.02727455527992	0.0420725404064182	8.31782437347894e-129	2.85361784790694e-127	CPLM	1.396	13124	6659	49
CYP4B1	groups	long COVID-19	-1.21775084260545	0.0499336346548383	1.65252730087561e-128	5.63787230815394e-127	CPLM	1.439	13124	8768	33
ATP6V0A4	groups	respiratory failure	0.891248338235794	0.0365930773888702	3.4674314842325e-128	1.17643628423601e-126	CPLM	1.121	13124	3346	75
RPLP1	groups	respiratory failure	-0.792427160520189	0.0327419014613637	1.23243238069285e-126	4.15844354386526e-125	CPLM	1.318	13124	10118	23
TBC1D8	groups	long COVID-19	1.23818261656305	0.051224602564408	2.50578275870371e-126	8.40874968371556e-125	CPLM	1.308	13124	5096	61
FRMPD2	groups	normal	1.13985457050504	0.047207420345843	4.57404962210906e-126	1.5265890613789e-124	CPLM	1.193	13124	2812	79
RPL41	groups	respiratory failure	-1.73951892178756	0.0721973224611812	1.51313259696697e-125	5.02278231241847e-124	CPLM	1.222	13124	5126	61
TXN	groups	respiratory failure	-0.758021732264993	0.0315089248201734	3.52271172534366e-125	1.16306304867395e-123	CPLM	1.31	13124	9416	28
TMSB10	groups	normal	-0.666677351370482	0.0277424194114494	6.4758125764119e-125	2.12662914608265e-123	CPLM	1.382	13124	10759	18
DNAH7	groups	normal	0.813609800930565	0.033871457445261	8.24175019875738e-125	2.69215893460474e-123	CPLM	1.282	13124	5277	60
NAPRT	groups	respiratory failure	0.717444182901647	0.0298996609921355	1.48140079133752e-124	4.81337685693319e-123	CPLM	1.122	13124	3795	71
RPS6	groups	respiratory failure	-0.61405598197532	0.0256563172688139	6.04614239504483e-124	1.95417686568265e-122	CPLM	1.364	13124	11173	15
GABARAPL1	groups	respiratory failure	0.875681474949402	0.0366582444141788	1.74586216082506e-123	5.61326676943806e-122	CPLM	1.01	13124	3038	77
KRT19	groups	normal	-0.766264823330355	0.0322404142119083	2.74970622848479e-122	8.79476351516933e-121	CPLM	1.548	13124	9895	25
YBX1	groups	respiratory failure	-0.931054251909582	0.039224339922515	5.52260990330756e-122	1.75722007337885e-120	CPLM	1.01	13124	6146	53
MXD1	groups	respiratory failure	1.17726364338402	0.0496497510807354	9.82399376302984e-122	3.10974977828692e-120	CPLM	1.445	13124	3593	73
MUC1	groups	normal	-0.93989036743168	0.039643142775145	1.04221647640398e-121	3.28218019569069e-120	CPLM	1.404	13124	7496	43
IGFBP7	groups	long COVID-19	1.0192300442687	0.0430374433745115	1.89969633421202e-121	5.95205876958981e-120	CPLM	1.387	13124	5574	58
RPS15	groups	respiratory failure	-0.876561582528104	0.037126637583596	9.83213944382723e-121	3.06493240226107e-119	CPLM	1.01	13124	6416	51
SORD	groups	respiratory failure	-1.60155617286333	0.0680868087626739	7.17920091942671e-120	2.22664004273734e-118	CPLM	1.178	13124	2534	81
SPAG6	groups	normal	0.684013147314069	0.0291965992273165	6.0489379448449e-119	1.86665969443681e-117	CPLM	1.319	13124	5574	58
CDKN1A	groups	respiratory failure	0.773418228291722	0.0330804955365878	1.77979141255494e-118	5.46484953224996e-117	CPLM	1.355	13124	6247	52
CLMN	groups	normal	0.726284093874173	0.031101430341292	3.32236243404086e-118	1.01505610484801e-116	CPLM	1.228	13124	5403	59
