feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
TMPRSS11B	age	30-39	-2.19228795229681	1.82724237020746	0.235769045976983	0.999986744539176	CPLM	1.573	58	11	81
TMPRSS11B	age	40-49	1.34475963882041	1.33724559711214	0.319346418759639	0.999986744539176	CPLM	1.573	58	11	81
TMPRSS11B	age	50-59	-0.471231278370937	1.30736887041999	0.720004855088805	0.999986744539176	CPLM	1.573	58	11	81
TMPRSS11B	age	60-69	-0.428110811131456	1.20637159869557	0.724146786875105	0.999986744539176	CPLM	1.573	58	11	81
TMPRSS11B	age	70-79	2.46222167155495	1.20447758261232	0.0461109778689119	0.999986744539176	CPLM	1.573	58	11	81
TMPRSS11B	age	80-89	-26.8775147938046	954.277839410176	0.977640245439684	0.999986744539176	CPLM	1.573	58	11	81
KRT17	age	30-39	1.96496332035795	1.26559781297606	0.126703594068751	0.999986744539176	CPLM	1.531	58	10	83
KRT17	age	40-49	-1.32186368261311	2.04357773117808	0.520637518930701	0.999986744539176	CPLM	1.531	58	10	83
KRT17	age	50-59	-1.04292667864666	1.51183032794553	0.49341969264853	0.999986744539176	CPLM	1.531	58	10	83
KRT17	age	60-69	-0.2031018179248	1.28721632706826	0.875250273108257	0.999986744539176	CPLM	1.531	58	10	83
KRT17	age	70-79	-0.386083984427977	1.71264167873671	0.822544256764539	0.999986744539176	CPLM	1.531	58	10	83
KRT17	age	80-89	-27.0456407129925	1942.20363855478	0.988943962490661	0.999986744539176	CPLM	1.531	58	10	83
KRT78	age	30-39	-0.761898710716588	0.940863060759064	0.421824901322524	0.999986744539176	CPLM	1.488	58	12	79
KRT78	age	40-49	-1.23635757560496	1.16128000257951	0.292048805083224	0.999986744539176	CPLM	1.488	58	12	79
KRT78	age	50-59	-3.76063320613532	1.37605729246569	0.00860606750677378	0.999986744539176	CPLM	1.488	58	12	79
KRT78	age	60-69	-0.92679790894541	0.776903362109981	0.238413934525971	0.999986744539176	CPLM	1.488	58	12	79
KRT78	age	70-79	-2.0672458596168	1.31163019840455	0.121188821969801	0.999986744539176	CPLM	1.488	58	12	79
KRT78	age	80-89	-27.5599706870936	2276.69946776366	0.990388890303842	0.999986744539176	CPLM	1.488	58	12	79
SPRR2E	age	30-39	-2.04446437991289	0.940509522222295	0.0343878661667188	0.999986744539176	CPLM	1.616	58	9	84
SPRR2E	age	40-49	-4.28582313447691	1.55145085309195	0.00795784367611231	0.999986744539176	CPLM	1.616	58	9	84
SPRR2E	age	70-79	-2.71795935061725	1.16662579356379	0.0238150988702069	0.999986744539176	CPLM	1.616	58	9	84
SPRR2E	age	80-89	-29.625465773068	478.199468026404	0.950843129488927	0.999986744539176	CPLM	1.616	58	9	84
BPIFB1	age	30-39	-1.70281794330291	1.45402230864847	0.246997867839001	0.999986744539176	CPLM	1.689	58	18	69
BPIFB1	age	40-49	-29.2620457204012	86.6103048531211	0.736856456613097	0.999986744539176	CPLM	1.689	58	18	69
BPIFB1	age	50-59	-0.944996045837837	1.20055850200304	0.434848339259724	0.999986744539176	CPLM	1.689	58	18	69
BPIFB1	age	60-69	0.213987611354263	1.05892056573945	0.840657433479083	0.999986744539176	CPLM	1.689	58	18	69
BPIFB1	age	70-79	-3.42514743783275	1.98314293882534	0.0901968368217207	0.999986744539176	CPLM	1.689	58	18	69
BPIFB1	age	80-89	-28.1193657648712	208.176333600578	0.893084479087053	0.999986744539176	CPLM	1.689	58	18	69
SCGB1A1	age	30-39	0.391180331493801	1.16590089570056	0.738610953496708	0.999986744539176	CPLM	1.27	58	9	84
SCGB1A1	age	40-49	-23.3980079667295	3676.27737222879	0.994946655256982	0.999986744539176	CPLM	1.27	58	9	84
SCGB1A1	age	50-59	-2.3689198618294	1.90334592634912	0.218965087295751	0.999986744539176	CPLM	1.27	58	9	84
SCGB1A1	age	60-69	-1.25921155320926	1.25322134121455	0.319746498644426	0.999986744539176	CPLM	1.27	58	9	84
SCGB1A1	age	70-79	-1.70497923382504	2.02437237787628	0.403593763510988	0.999986744539176	CPLM	1.27	58	9	84
SCGB1A1	age	80-89	-22.2553280111985	11063.6044328253	0.998402840222211	0.999986744539176	CPLM	1.27	58	9	84
SPRR2D	age	30-39	-1.84857521097374	1.28299992875171	0.155746497181099	0.999986744539176	CPLM	1.501	58	7	88
SPRR2D	age	40-49	-0.957620087090345	1.26647447709373	0.453049507752052	0.999986744539176	CPLM	1.501	58	7	88
SPRR2D	age	50-59	-28.96107685581	580.436089816262	0.960400664103914	0.999986744539176	CPLM	1.501	58	7	88
SPRR2D	age	60-69	-1.33966151739117	0.929385441106321	0.155570361838483	0.999986744539176	CPLM	1.501	58	7	88
SPRR2D	age	70-79	-1.89345820246037	1.44717390375104	0.196609371966252	0.999986744539176	CPLM	1.501	58	7	88
SPRR2D	age	80-89	-28.4289434025113	2720.93098197853	0.991704426036146	0.999986744539176	CPLM	1.501	58	7	88
CEACAM5	age	30-39	1.01324772660604	1.0674749634347	0.346995129701924	0.999986744539176	CPLM	1.598	58	24	59
CEACAM5	age	40-49	1.4843451863272	1.1176876000621	0.190074670726873	0.999986744539176	CPLM	1.598	58	24	59
CEACAM5	age	50-59	1.33102606902283	0.972379172431639	0.177050210805125	0.999986744539176	CPLM	1.598	58	24	59
CEACAM5	age	60-69	1.17150416675149	0.935232277943253	0.216052256797133	0.999986744539176	CPLM	1.598	58	24	59
CEACAM5	age	70-79	1.68810059127558	1.07984024612614	0.124169558534071	0.999986744539176	CPLM	1.598	58	24	59
CEACAM5	age	80-89	-27.8533247136559	685.55448815483	0.96775038331927	0.999986744539176	CPLM	1.598	58	24	59
HOPX	age	30-39	0.625031150952229	1.541352053585	0.68680006668048	0.999986744539176	CPLM	1.488	58	13	78
HOPX	age	40-49	0.943755501894678	1.62329458769988	0.563543370804745	0.999986744539176	CPLM	1.488	58	13	78
HOPX	age	50-59	0.40404143346372	1.45318870585521	0.782107435956453	0.999986744539176	CPLM	1.488	58	13	78
HOPX	age	60-69	2.09303288271166	1.26984048814022	0.105446252834851	0.999986744539176	CPLM	1.488	58	13	78
HOPX	age	70-79	2.3956837262116	1.39562246251322	0.092126447906402	0.999986744539176	CPLM	1.488	58	13	78
HOPX	age	80-89	-24.7477723344733	2171.89023165888	0.990953096427926	0.999986744539176	CPLM	1.488	58	13	78
RHCG	age	30-39	-0.119244308546999	1.71716103131719	0.944908807595413	0.999986744539176	CPLM	1.534	58	11	81
RHCG	age	40-49	1.08879020938938	1.65678696454207	0.514026745126577	0.999986744539176	CPLM	1.534	58	11	81
RHCG	age	50-59	0.187049404938313	1.5163563892535	0.902311235102893	0.999986744539176	CPLM	1.534	58	11	81
RHCG	age	60-69	1.04652500387305	1.35884974006757	0.444760857758659	0.999986744539176	CPLM	1.534	58	11	81
RHCG	age	70-79	1.20234794386365	1.60430225010399	0.457027844133936	0.999986744539176	CPLM	1.534	58	11	81
RHCG	age	80-89	-25.9952425510167	1645.6652939777	0.987458622153662	0.999986744539176	CPLM	1.534	58	11	81
S100A2	age	30-39	-0.771215308521997	0.786272243359716	0.331296836383162	0.999986744539176	CPLM	1.264	58	16	72
S100A2	age	40-49	-1.7496690315693	1.16956498837094	0.140816775668627	0.999986744539176	CPLM	1.264	58	16	72
S100A2	age	50-59	-1.40844220577261	0.80634874634952	0.0867113713012514	0.999986744539176	CPLM	1.264	58	16	72
S100A2	age	60-69	-1.40641165027138	0.699006737699605	0.0495151444139873	0.999986744539176	CPLM	1.264	58	16	72
S100A2	age	70-79	-0.347503100994097	0.77162955318284	0.654367018749404	0.999986744539176	CPLM	1.264	58	16	72
S100A2	age	80-89	-19.166911626436	2050.24731885939	0.992577490857686	0.999986744539176	CPLM	1.264	58	16	72
KRT5	age	30-39	-3.24052539403373	1.35797130665753	0.0207679159724061	0.999986744539176	CPLM	1.525	58	7	88
KRT5	age	40-49	-28.3500251026379	458.414084221122	0.95092903333763	0.999986744539176	CPLM	1.525	58	7	88
KRT5	age	50-59	-3.78531483592011	1.25796107509732	0.0040647460963198	0.999986744539176	CPLM	1.525	58	7	88
KRT5	age	60-69	-2.55957636032068	0.890721934635533	0.00590282091631261	0.999986744539176	CPLM	1.525	58	7	88
KRT5	age	70-79	-0.899006966901188	1.01201335708	0.378531217114063	0.999986744539176	CPLM	1.525	58	7	88
KRT5	age	80-89	-27.2073451471086	1189.9340536405	0.981847518837736	0.999986744539176	CPLM	1.525	58	7	88
RARRES1	age	30-39	0.0632312248737998	0.984831323143853	0.949057892851498	0.999986744539176	CPLM	1.582	58	16	72
RARRES1	age	40-49	-1.73928162482417	1.40677455539301	0.221988102379604	0.999986744539176	CPLM	1.582	58	16	72
RARRES1	age	50-59	-1.95212320455647	1.08390889903533	0.0776163593398115	0.999986744539176	CPLM	1.582	58	16	72
RARRES1	age	60-69	0.631534480694009	0.813174454701886	0.440965186837332	0.999986744539176	CPLM	1.582	58	16	72
RARRES1	age	70-79	-27.958689330479	224.954180208261	0.901577288495171	0.999986744539176	CPLM	1.582	58	16	72
RARRES1	age	80-89	-26.5924845755963	566.059344125818	0.962714033511777	0.999986744539176	CPLM	1.582	58	16	72
MTRNR2L1	age	30-39	0.0787408197539544	1.19453146390069	0.947701038494368	0.999986744539176	CPLM	1.718	58	34	41
MTRNR2L1	age	40-49	-0.780166694913258	1.43221841816651	0.588316081556682	0.999986744539176	CPLM	1.718	58	34	41
MTRNR2L1	age	50-59	-0.431532127940499	1.10207602794771	0.697012491231735	0.999986744539176	CPLM	1.718	58	34	41
MTRNR2L1	age	60-69	0.623010108058351	0.995201681045124	0.534097634479654	0.999986744539176	CPLM	1.718	58	34	41
MTRNR2L1	age	70-79	-3.23241473191634	1.78190905940161	0.075559862018838	0.999986744539176	CPLM	1.718	58	34	41
MTRNR2L1	age	80-89	-0.599577843604815	3.21121866839477	0.852626043008356	0.999986744539176	CPLM	1.718	58	34	41
KLK7	age	30-39	-0.245904536543321	1.00192314742888	0.807106516571368	0.999986744539176	CPLM	1.559	58	10	83
KLK7	age	40-49	-0.453028644896436	1.15572829117703	0.696702255413409	0.999986744539176	CPLM	1.559	58	10	83
KLK7	age	50-59	-2.80070237167615	1.21633064589151	0.0254173341334088	0.999986744539176	CPLM	1.559	58	10	83
KLK7	age	60-69	-0.429109763378654	0.849828361559908	0.61577814119904	0.999986744539176	CPLM	1.559	58	10	83
KLK7	age	70-79	-4.82775104573597	2.39742283000833	0.0493290100482985	0.999986744539176	CPLM	1.559	58	10	83
KLK7	age	80-89	-28.0877112391427	1063.79165415759	0.979038631700758	0.999986744539176	CPLM	1.559	58	10	83
PI3	age	30-39	-0.437617061516887	0.789506282015614	0.581801566519827	0.999986744539176	CPLM	1.604	58	21	64
PI3	age	40-49	-3.13814015092911	1.3145258041977	0.0207183130264634	0.999986744539176	CPLM	1.604	58	21	64
PI3	age	60-69	-0.986453740242308	0.680752506807421	0.153441080126057	0.999986744539176	CPLM	1.604	58	21	64
PI3	age	70-79	-3.69564356219924	1.3910642328621	0.010507702946817	0.999986744539176	CPLM	1.604	58	21	64
PI3	age	80-89	-28.6998269443896	481.93980090301	0.952746265745197	0.999986744539176	CPLM	1.604	58	21	64
SCEL	age	30-39	0.791524374007282	1.03165891195805	0.446479533098946	0.999986744539176	CPLM	1.564	58	23	60
SCEL	age	40-49	1.3245612060482	1.07118755179977	0.221924010410008	0.999986744539176	CPLM	1.564	58	23	60
SCEL	age	50-59	0.0264078836746612	1.00674596875748	0.979175517161901	0.999986744539176	CPLM	1.564	58	23	60
SCEL	age	60-69	0.352662168412121	0.92385342818816	0.704247876895114	0.999986744539176	CPLM	1.564	58	23	60
SCEL	age	70-79	0.177519314993373	1.18307071348724	0.881317322190043	0.999986744539176	CPLM	1.564	58	23	60
SCEL	age	80-89	-27.4369481317082	981.405400769575	0.977805723962399	0.999986744539176	CPLM	1.564	58	23	60
PLIN2	age	30-39	0.187093732842664	10185.588174522	0.999985415738909	0.999986744539176	CPLM	1.073	58	6	90
PLIN2	age	40-49	0.824073928249814	9658.03339253888	0.999932253201842	0.999986744539176	CPLM	1.073	58	6	90
PLIN2	age	50-59	1.43462043052363	8288.88477103816	0.999862579282993	0.999986744539176	CPLM	1.073	58	6	90
PLIN2	age	60-69	21.6765796349231	7664.77553960433	0.997754557039534	0.999986744539176	CPLM	1.073	58	6	90
PLIN2	age	70-79	22.2491514911803	7664.77554462406	0.997695245386201	0.999986744539176	CPLM	1.073	58	6	90
PLIN2	age	80-89	1.9667538837975	21537.3296318245	0.999927494748369	0.999986744539176	CPLM	1.073	58	6	90
KRT4	age	30-39	0.773251565147796	1.08269069081785	0.478363176117389	0.999986744539176	CPLM	1.623	58	19	67
KRT4	age	40-49	-2.73928145644682	1.84274819646631	0.14329813016565	0.999986744539176	CPLM	1.623	58	19	67
KRT4	age	50-59	-1.07821793942641	1.13304979748555	0.345784703603459	0.999986744539176	CPLM	1.623	58	19	67
KRT4	age	60-69	-0.280263088037651	0.992407345667401	0.778774182641928	0.999986744539176	CPLM	1.623	58	19	67
KRT4	age	70-79	1.11797086759078	1.13176445855762	0.327908068073079	0.999986744539176	CPLM	1.623	58	19	67
KRT4	age	80-89	-28.6582627062075	550.040857972671	0.958650914559598	0.999986744539176	CPLM	1.623	58	19	67
PLAT	age	30-39	4.61927596152528	1.91381946539879	0.0194236871121094	0.999986744539176	CPLM	1.416	58	9	84
PLAT	age	40-49	3.13655213133872	2.04939949426216	0.132079225107729	0.999986744539176	CPLM	1.416	58	9	84
PLAT	age	50-59	1.03660709058452	2.1398543996534	0.630155595315388	0.999986744539176	CPLM	1.416	58	9	84
PLAT	age	60-69	3.2940867903717	1.9077012510444	0.0902692976701802	0.999986744539176	CPLM	1.416	58	9	84
PLAT	age	70-79	3.79145321531951	1.97720095958454	0.0607721880133807	0.999986744539176	CPLM	1.416	58	9	84
PLAT	age	80-89	-19.3212143652133	1744.53691450245	0.991206606538732	0.999986744539176	CPLM	1.416	58	9	84
LCN2	age	30-39	0.639511465546279	0.774675223246173	0.412920267151934	0.999986744539176	CPLM	1.664	58	36	38
LCN2	age	40-49	0.766641358537006	0.846114276045223	0.369158163241685	0.999986744539176	CPLM	1.664	58	36	38
LCN2	age	50-59	0.251422823117344	0.72234443670778	0.729223976224162	0.999986744539176	CPLM	1.664	58	36	38
LCN2	age	60-69	0.302929208165711	0.679679304931375	0.657704411501813	0.999986744539176	CPLM	1.664	58	36	38
LCN2	age	70-79	1.1655096070019	0.804081975328775	0.153322268185023	0.999986744539176	CPLM	1.664	58	36	38
LCN2	age	80-89	-28.4162331526544	202.856928179956	0.889148418668679	0.999986744539176	CPLM	1.664	58	36	38
MSMB	age	30-39	-1.05871460867153	1.17392429234172	0.371371196202584	0.999986744539176	CPLM	1.634	58	15	74
