feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
PARM1	disease__ontology_label	long COVID-19	1.55775218115468	0.388585112972398	0.000188638909711834	0.0694272653121563	CPLM	1.145	58	33	43
MYO9A	disease__ontology_label	normal	1.42748806859366	0.365465356884821	0.000263199005268207	0.0738673106956193	CPLM	1.115	58	22	62
UVSSA	disease__ontology_label	normal	1.25856384819957	0.32253914283805	0.000266520965596184	0.0738673106956193	CPLM	1.01	58	24	59
RLF	disease__ontology_label	long COVID-19	1.50484546886575	0.388972471377986	0.000296587399048576	0.07915588139052	CPLM	1.117	58	28	52
LENG8	disease__ontology_label	normal	1.53814487868823	0.399018543070703	0.000310139901320393	0.0798167188898124	CPLM	1.01	58	23	60
PTPN13	disease__ontology_label	long COVID-19	1.70197691604983	0.444105417930765	0.000333207643062445	0.0827963543416545	CPLM	1.381	58	38	34
KHDC4	disease__ontology_label	normal	1.20085905617081	0.315409693841222	0.000360920581694469	0.0866931237230114	CPLM	1.01	58	29	50
MERTK	disease__ontology_label	long COVID-19	2.30956643483319	0.610280938731557	0.000388117455272517	0.0902185284739922	CPLM	1.084	58	9	84
ZNF217	disease__ontology_label	respiratory failure	1.07348261709365	0.292861686537356	0.000564397650662893	0.123243923353843	CPLM	1.288	58	39	33
USP12	disease__ontology_label	normal	1.20177394522135	0.327248415962879	0.000552415518087082	0.123243923353843	CPLM	1.01	58	23	60
KLF10	disease__ontology_label	long COVID-19	1.23183765698053	0.338758678426025	0.000618122052589737	0.123727430860046	CPLM	1.01	58	32	45
EHBP1L1	disease__ontology_label	normal	1.62513867600089	0.44499497835642	0.000588603033278103	0.123727430860046	CPLM	1.154	58	26	55
BNIP2	disease__ontology_label	long COVID-19	1.68996870217821	0.46462650886221	0.000616326690065509	0.123727430860046	CPLM	1.01	58	29	50
SH3PXD2A	disease__ontology_label	respiratory failure	1.11556088981007	0.307791761254936	0.00064147143536703	0.124930896304184	CPLM	1.094	58	28	52
SPRR2E	disease__ontology_label	normal	2.98164686461434	0.838725586624598	0.00079504541028677	0.128150253975529	CPLM	1.651	58	9	84
GIPR	disease__ontology_label	normal	1.61778780030515	0.454659830208324	0.00078709836350447	0.128150253975529	CPLM	1.204	58	18	69
VSIR	disease__ontology_label	respiratory failure	1.18455010703129	0.333197797681984	0.000794745139278897	0.128150253975529	CPLM	1.123	58	25	57
RBM20	disease__ontology_label	long COVID-19	3.07975341216842	0.858010742303231	0.000714937649648453	0.128150253975529	CPLM	1.12	58	9	84
CWH43	disease__ontology_label	long COVID-19	2.93122649642205	0.822320338099981	0.000771876695898139	0.128150253975529	CPLM	1.192	58	6	90
SESN2	disease__ontology_label	respiratory failure	1.34362021276117	0.378181728610502	0.000800272193852182	0.128150253975529	CPLM	1.127	58	20	66
NUAK1	disease__ontology_label	respiratory failure	3.13292956050663	0.869854003764377	0.000688322684605506	0.128150253975529	CPLM	1.324	58	8	86
MLLT6	disease__ontology_label	respiratory failure	0.941404304537175	0.262527668827184	0.000722684436775855	0.128150253975529	CPLM	1.01	58	36	38
PLXNB1	disease__ontology_label	normal	0.941322261100489	0.266472687647608	0.000851788440459882	0.133434510912042	CPLM	1.269	58	35	40
LINC01559	disease__ontology_label	long COVID-19	2.32811651842779	0.665868523629931	0.000951421007872798	0.145871059207051	CPLM	1.214	58	10	83
DUSP1	disease__ontology_label	normal	-1.46754169572548	0.423453648673945	0.0010446419572271	0.153626325383234	CPLM	1.519	58	42	28
FAM53C	disease__ontology_label	long COVID-19	1.58283915517092	0.456190123933109	0.00103189170768029	0.153626325383234	CPLM	1.01	58	23	60
MIR29B2CHG	disease__ontology_label	long COVID-19	3.82608426922988	1.10852822082608	0.00109045648324737	0.154075086632952	CPLM	1.081	58	8	86
RASA3	disease__ontology_label	normal	2.4843228344653	0.719160622374813	0.00108066352085369	0.154075086632952	CPLM	1.01	58	12	79
HIF1A	disease__ontology_label	respiratory failure	1.6003517238135	0.467884500118061	0.0011979542937318	0.158157909682894	CPLM	1.119	58	25	57
CYP2E1	disease__ontology_label	respiratory failure	1.98249514956503	0.577808493831005	0.00116002157354852	0.158157909682894	CPLM	1.158	58	8	86
TRPS1	disease__ontology_label	long COVID-19	1.80892686696867	0.527873741245538	0.00117497719520836	0.158157909682894	CPLM	1.01	58	19	67
PPP1R12A	disease__ontology_label	respiratory failure	0.878932782532987	0.257158455433267	0.00120714474501237	0.158157909682894	CPLM	1.01	58	37	36
MICAL1	disease__ontology_label	long COVID-19	2.0280349469087	0.597935693484853	0.00130590774492447	0.165094231753082	CPLM	1.104	58	11	81
MIR29B2CHG	disease__ontology_label	normal	3.43340749780731	1.01162009349533	0.00129714529601973	0.165094231753082	CPLM	1.081	58	8	86
CYLD	disease__ontology_label	long COVID-19	1.21753039180306	0.36062883518002	0.00136844073467845	0.170016964380912	CPLM	1.01	58	32	45
IFI27	disease__ontology_label	respiratory failure	-1.16636144297463	0.347072625637856	0.00143366269287504	0.172587209595825	CPLM	1.455	58	45	22
FGFR1OP2	disease__ontology_label	long COVID-19	1.63195950277289	0.485733480356979	0.00143702922227998	0.172587209595825	CPLM	1.01	58	21	64
SLC5A3	disease__ontology_label	long COVID-19	1.85757091190401	0.553873754686703	0.00146302554298203	0.172828886274238	CPLM	1.403	58	32	45
SLC5A3	disease__ontology_label	respiratory failure	1.41008091217071	0.423194674393095	0.00156116758094255	0.178567834734477	CPLM	1.403	58	32	45
USP12	disease__ontology_label	long COVID-19	1.51425043982226	0.453797486979327	0.00153879460891748	0.178567834734477	CPLM	1.01	58	23	60
SIPA1L2	disease__ontology_label	long COVID-19	1.48051250980198	0.445525099355534	0.0016031057145995	0.180499684053187	CPLM	1.097	58	24	59
PASK	disease__ontology_label	normal	1.40795597723509	0.42502323499475	0.00165344109662014	0.183303023726842	CPLM	1.145	58	21	64
CDKN1A	disease__ontology_label	respiratory failure	1.41665614222095	0.42922321546034	0.00171401477838106	0.185953912637885	CPLM	1.525	58	39	33
CNNM1	disease__ontology_label	long COVID-19	3.72976152188457	1.13106135075798	0.00172896366177328	0.185953912637885	CPLM	1.355	58	7	88
AGFG2	disease__ontology_label	long COVID-19	2.12707567752889	0.648567898712114	0.00182298532484959	0.19318282721862	CPLM	1.279	58	17	71
RPLP0	disease__ontology_label	normal	-1.18431119421098	0.362785784536963	0.0019062341465237	0.199077148693476	CPLM	1.422	58	42	28
FAM53C	disease__ontology_label	respiratory failure	1.19126551393084	0.367399251234689	0.00203384404602179	0.209369717080472	CPLM	1.01	58	23	60
HIST1H2BF	disease__ontology_label	respiratory failure	2.2662565390273	0.700882701753954	0.00208814916314006	0.21193243478292	CPLM	1.186	58	9	84
ISG15	disease__ontology_label	normal	-2.9699171464791	0.933774228667693	0.00243602649687365	0.214344395133275	CPLM	1.495	58	28	52
GADD45B	disease__ontology_label	normal	-1.52177711402432	0.47978322288961	0.00249860244118722	0.214344395133275	CPLM	1.441	58	38	34
PROS1	disease__ontology_label	long COVID-19	2.21862801764519	0.693525772116224	0.00230851502920561	0.214344395133275	CPLM	1.372	58	18	69
SYT8	disease__ontology_label	normal	-2.08996456255751	0.657820408028106	0.00246049603177934	0.214344395133275	CPLM	1.37	58	24	59
CSRNP1	disease__ontology_label	long COVID-19	1.27319378176731	0.399202775420116	0.00237465647510639	0.214344395133275	CPLM	1.115	58	27	53
SLC6A6	disease__ontology_label	normal	0.741093534135128	0.231293834675254	0.00227472363665119	0.214344395133275	CPLM	1.221	58	41	29
RASA2	disease__ontology_label	long COVID-19	1.38809096454563	0.435565556700981	0.00239175863365151	0.214344395133275	CPLM	1.01	58	24	59
RAD9A	disease__ontology_label	normal	1.38398454159804	0.43606458254872	0.00248413245351849	0.214344395133275	CPLM	1.135	58	26	55
WNT2B	disease__ontology_label	normal	3.09418435263892	0.96635177786684	0.00228933019221626	0.214344395133275	CPLM	1.088	58	6	90
PRRG4	disease__ontology_label	respiratory failure	1.60150672688921	0.502151125261163	0.00237499238516721	0.214344395133275	CPLM	1.369	58	39	33
MPRIP	disease__ontology_label	respiratory failure	1.12649748613873	0.35035871589908	0.00220198751744388	0.214344395133275	CPLM	1.234	58	39	33
RPL28	disease__ontology_label	normal	-1.12453638926844	0.353004964808826	0.00240052283474484	0.214344395133275	CPLM	1.01	58	39	33
MLLT6	disease__ontology_label	normal	0.793566789842033	0.248520943030976	0.0023484565251878	0.214344395133275	CPLM	1.01	58	36	38
HERC4	disease__ontology_label	respiratory failure	1.71716493304149	0.544240392822806	0.00262181133824844	0.222267911804921	CPLM	1.141	58	21	64
TLE4	disease__ontology_label	long COVID-19	1.24921551537391	0.397943406271808	0.00274546921595664	0.227400588163029	CPLM	1.01	58	35	40
BNIP2	disease__ontology_label	normal	1.13603208023112	0.361489852555679	0.00271823847914971	0.227400588163029	CPLM	1.01	58	29	50
IFIT1	disease__ontology_label	normal	-2.93885308883175	0.937691980402823	0.00278562436556909	0.228104649753305	CPLM	1.356	58	19	67
KRT4	disease__ontology_label	normal	-2.81411178482807	0.902939737692769	0.00292945751787463	0.234551898597829	CPLM	1.629	58	19	67
RPS12	disease__ontology_label	normal	-0.789177528967425	0.253007906249262	0.00290793246370706	0.234551898597829	CPLM	1.3	58	46	21
ARID4A	disease__ontology_label	normal	1.09878285951822	0.353366520662258	0.00299003585688163	0.235348797848628	CPLM	1.01	58	24	59
NR1D1	disease__ontology_label	long COVID-19	2.3868463311576	0.768962419981238	0.00303739081320044	0.235348797848628	CPLM	1.255	58	8	86
SLC4A8	disease__ontology_label	normal	1.8214292908334	0.586426429147091	0.00302007003431112	0.235348797848628	CPLM	1.289	58	17	71
RALA	disease__ontology_label	respiratory failure	1.31859862805598	0.426650164611727	0.00315597628056595	0.241935798699556	CPLM	1.405	58	30	48
AAK1	disease__ontology_label	long COVID-19	1.3617135419323	0.442578181251611	0.00328273752530961	0.243870171210114	CPLM	1.01	58	27	53
NSD1	disease__ontology_label	long COVID-19	1.18687524608364	0.385020495624118	0.0032284360158905	0.243870171210114	CPLM	1.133	58	31	47
WASHC4	disease__ontology_label	long COVID-19	1.11687374372941	0.362647130426394	0.00325474736484448	0.243870171210114	CPLM	1.01	58	29	50
TRIM11	disease__ontology_label	respiratory failure	1.2548890404719	0.408907937102088	0.00335734076255976	0.246275342533594	CPLM	1.228	58	22	62
KLHL21	disease__ontology_label	respiratory failure	0.906537944113169	0.2956597416977	0.00338346640449983	0.246275342533594	CPLM	1.01	58	30	48
TIPARP	disease__ontology_label	long COVID-19	1.28108152528756	0.418762117778173	0.00345085215958218	0.248668406619492	CPLM	1.188	58	39	33
VPS13A	disease__ontology_label	normal	1.05118293675807	0.344711096201001	0.00354761427532526	0.253109984831622	CPLM	1.173	58	31	47
CLEC2D	disease__ontology_label	respiratory failure	1.75265824776482	0.577758655469996	0.00371101066610439	0.262171988823022	CPLM	1.01	58	12	79
PIGR	disease__ontology_label	normal	-1.25650310100508	0.418438285044802	0.00404636825842492	0.280366631444327	CPLM	1.576	58	39	33
TSC1	disease__ontology_label	normal	1.10239898148515	0.36678644470655	0.00401554596503809	0.280366631444327	CPLM	1.075	58	26	55
SLFN13	disease__ontology_label	normal	1.26886386465903	0.424670390345711	0.00421980349162197	0.28686701849649	CPLM	1.315	58	25	57
C10orf67	disease__ontology_label	normal	1.181638818576	0.395464911107037	0.00421868566259867	0.28686701849649	CPLM	1.154	58	17	71
CNNM1	disease__ontology_label	respiratory failure	2.98937508491434	1.00282593021046	0.00430244728721588	0.287068843997015	CPLM	1.355	58	7	88
CCDC13	disease__ontology_label	normal	1.36910110944708	0.458783518179349	0.00426352378518915	0.287068843997015	CPLM	1.192	58	18	69
FYB2	disease__ontology_label	normal	1.33939859503765	0.451270197371468	0.00446020579988282	0.294864614623446	CPLM	1.097	58	17	71
CYP2E1	disease__ontology_label	normal	1.6577891133495	0.561343821622946	0.00464817608941507	0.304497790002955	CPLM	1.158	58	8	86
PIGR	disease__ontology_label	respiratory failure	-1.79934526238592	0.610771993841747	0.00474261530669738	0.305136481250548	CPLM	1.576	58	39	33
LAMA5	disease__ontology_label	normal	1.09806578466905	0.372700072842142	0.00473962183339106	0.305136481250548	CPLM	1.249	58	26	55
GABRP	disease__ontology_label	normal	-2.13267429910451	0.726407315046515	0.00487744164287132	0.3110340219339	CPLM	1.404	58	24	59
PDLIM5	disease__ontology_label	respiratory failure	0.727476045245505	0.248135822634905	0.004933953868051	0.311877820817329	CPLM	1.214	58	41	29
PLAT	disease__ontology_label	respiratory failure	1.96049907057073	0.670973431639093	0.0050709545884347	0.314139488843298	CPLM	1.405	58	9	84
RPL29	disease__ontology_label	normal	-1.35091582715116	0.46177933277417	0.00502090825801462	0.314139488843298	CPLM	1.01	58	33	43
FAM76B	disease__ontology_label	long COVID-19	1.19624974911557	0.409706719392906	0.00510051626348403	0.314139488843298	CPLM	1.01	58	26	55
UBC	disease__ontology_label	normal	-0.831928197354492	0.286389439145885	0.00531450041936716	0.319135750182998	CPLM	1.551	58	51	12
LPXN	disease__ontology_label	long COVID-19	1.91980785934007	0.660034841805487	0.0052596524021184	0.319135750182998	CPLM	1.01	58	7	88
PTPN3	disease__ontology_label	long COVID-19	1.39244860879462	0.479154810723137	0.00529742523590663	0.319135750182998	CPLM	1.368	58	39	33
CRIM1	disease__ontology_label	normal	0.915620878196708	0.316099835691551	0.00543687376082589	0.323786052235631	CPLM	1.153	58	32	45
RNF223	disease__ontology_label	long COVID-19	1.69567290027052	0.589337870616395	0.00573395734947479	0.336022724018026	CPLM	1.132	58	14	76
TAF3	disease__ontology_label	long COVID-19	1.6161824815033	0.561731163104778	0.00573560852820111	0.336022724018026	CPLM	1.123	58	17	71
MAP3K5	disease__ontology_label	respiratory failure	0.940340829005122	0.327214541745102	0.00578884582018356	0.336406636937441	CPLM	1.01	58	26	55
IFI27	disease__ontology_label	long COVID-19	-1.92876013330057	0.674260025317777	0.00600199582784143	0.341794200273485	CPLM	1.455	58	45	22
PLK3	disease__ontology_label	long COVID-19	1.5117335677102	0.529252539121503	0.00607128193658146	0.341794200273485	CPLM	1.01	58	15	74
PPA1	disease__ontology_label	normal	-1.78640442339681	0.62538980330218	0.0060694635134812	0.341794200273485	CPLM	1.271	58	28	52
PABPC1L	disease__ontology_label	normal	1.57350096951703	0.550350648046067	0.00602615213958963	0.341794200273485	CPLM	1.101	58	10	83
RPTN	disease__ontology_label	normal	2.98065741988605	1.04664716053665	0.00621438094932362	0.343827155099767	CPLM	1.629	58	8	86
MSMB	disease__ontology_label	normal	-2.89532913362108	1.01667816517163	0.00621408333664438	0.343827155099767	CPLM	1.638	58	15	74
RBM28	disease__ontology_label	normal	1.2046606963571	0.423328767710689	0.00625053529254363	0.343827155099767	CPLM	1.135	58	19	67
ITPRIP	disease__ontology_label	respiratory failure	1.41630841694091	0.498590884067881	0.00633730383324951	0.345959177442394	CPLM	1.319	58	16	72
MTRNR2L1	disease__ontology_label	respiratory failure	-4.14126789806873	1.47286768354896	0.00685456788673693	0.347289366572422	CPLM	1.71	58	34	41
CD200R1L	disease__ontology_label	normal	1.94603642412797	0.691084269692012	0.00677684442487719	0.347289366572422	CPLM	1.366	58	7	88
TUFT1	disease__ontology_label	long COVID-19	1.57062948191008	0.554457521981145	0.00647473926613224	0.347289366572422	CPLM	1.229	58	22	62
BCL2L11	disease__ontology_label	long COVID-19	1.71557042587161	0.610034558194286	0.00684442736276124	0.347289366572422	CPLM	1.286	58	22	62
RNF19A	disease__ontology_label	long COVID-19	1.41732050935944	0.501447143627422	0.0065859335099569	0.347289366572422	CPLM	1.311	58	33	43
KLF7	disease__ontology_label	respiratory failure	1.56589088578319	0.555289208349182	0.00670312964977179	0.347289366572422	CPLM	1.01	58	14	76
GABARAP	disease__ontology_label	long COVID-19	1.0155076184209	0.360019979009144	0.00668965728642725	0.347289366572422	CPLM	1.01	58	32	45
ZNF440	disease__ontology_label	normal	0.977660660023414	0.34707102496728	0.00675903861268747	0.347289366572422	CPLM	1.288	58	34	41
MIER3	disease__ontology_label	respiratory failure	1.16536979426445	0.414766548392116	0.00689180952260011	0.347289366572422	CPLM	1.179	58	26	55
LMNA	disease__ontology_label	long COVID-19	1.14850466317645	0.405819049539667	0.0065213568192648	0.347289366572422	CPLM	1.202	58	37	36
MED13	disease__ontology_label	respiratory failure	0.684489923187453	0.24241763960759	0.00663727256191449	0.347289366572422	CPLM	1.01	58	40	31
C15orf62	disease__ontology_label	respiratory failure	1.28042433536596	0.456229124723644	0.00695098004459047	0.347838626398048	CPLM	1.254	58	14	76
PKIB	disease__ontology_label	long COVID-19	1.47743784719199	0.527908990778872	0.00710041263131585	0.35286602359491	CPLM	1.145	58	16	72
DNAH10	disease__ontology_label	normal	1.08975225534128	0.390062511213691	0.00719429485668755	0.355082799570483	CPLM	1.443	58	27	53
GOLGA8B	disease__ontology_label	normal	1.51651747639257	0.543831725532491	0.00729597341957048	0.3573292837825	CPLM	1.139	58	22	62
CRIM1	disease__ontology_label	long COVID-19	1.29651671425955	0.465302621003625	0.00733898612264919	0.3573292837825	CPLM	1.153	58	32	45
HIST1H2BG	disease__ontology_label	long COVID-19	2.12519271334402	0.764470606170699	0.00746721056015173	0.361132344271499	CPLM	1.414	58	22	62
IFI44	disease__ontology_label	normal	-1.20986019787759	0.437091987535243	0.00771114917485988	0.368428418948312	CPLM	1.186	58	25	57
EZH2	disease__ontology_label	normal	1.35194783533761	0.488713513336344	0.00774503225429971	0.368428418948312	CPLM	1.01	58	17	71
TRIM11	disease__ontology_label	long COVID-19	1.51408768155766	0.547576835251431	0.0077714570746799	0.368428418948312	CPLM	1.228	58	22	62
TTLL9	disease__ontology_label	normal	1.49643903648081	0.542352929902838	0.0078953516590144	0.370111165748998	CPLM	1.294	58	15	74
PILRB	disease__ontology_label	normal	1.0970002990163	0.39886851869237	0.00808500729695757	0.370111165748998	CPLM	1.159	58	27	53
TLE3	disease__ontology_label	long COVID-19	1.3954107784097	0.507474065834761	0.00809715104713396	0.370111165748998	CPLM	1.141	58	23	60
ITPR1	disease__ontology_label	long COVID-19	1.73578105936267	0.631448429933049	0.00811512131395251	0.370111165748998	CPLM	1.01	58	9	84
RAPGEF1	disease__ontology_label	normal	0.823542675714246	0.298683289627841	0.00793594359766005	0.370111165748998	CPLM	1.131	58	30	48
TUBA1B	disease__ontology_label	normal	-1.19228223914855	0.433550625424595	0.00809016705039832	0.370111165748998	CPLM	1.254	58	36	38
NPM1	disease__ontology_label	respiratory failure	-1.55468644036306	0.567809706572835	0.00835326502491475	0.378576275280099	CPLM	1.187	58	34	41
IER2	disease__ontology_label	long COVID-19	1.13243961303798	0.414920522400007	0.00855000339971032	0.385070778114454	CPLM	1.3	58	38	34
VEGFA	disease__ontology_label	long COVID-19	2.06533058222773	0.758200458659218	0.0086713154061865	0.38571295566037	CPLM	1.394	58	19	67
STS	disease__ontology_label	normal	-1.55164988889705	0.569439301483621	0.00865100452123168	0.38571295566037	CPLM	1.151	58	28	52
BCL6	disease__ontology_label	respiratory failure	1.15860326419999	0.425906214533686	0.00875608982747569	0.387094376053925	CPLM	1.23	58	31	47
RARRES1	disease__ontology_label	normal	-2.40495985921078	0.889586496494205	0.0091560962536143	0.394763392402631	CPLM	1.582	58	16	72
GPRC5A	disease__ontology_label	respiratory failure	1.23159734955082	0.455642861008894	0.00916747381049536	0.394763392402631	CPLM	1.395	58	25	57
IFITM3	disease__ontology_label	respiratory failure	-1.6238000720559	0.60260977939111	0.00937250577560123	0.394763392402631	CPLM	1.431	58	34	41
C1orf116	disease__ontology_label	respiratory failure	0.773480552672921	0.286325368044113	0.00920593564515826	0.394763392402631	CPLM	1.188	58	33	43
PTK6	disease__ontology_label	respiratory failure	1.50579047496562	0.560146951834773	0.0095321718398637	0.394763392402631	CPLM	1.251	58	21	64
SPTSSA	disease__ontology_label	respiratory failure	1.03645714879391	0.383177009727202	0.00912115309825103	0.394763392402631	CPLM	1.301	58	31	47
HLAB	disease__ontology_label	normal	-0.621916225061891	0.230556574371863	0.00930243825356528	0.394763392402631	CPLM	1.481	58	50	14
OAS2	disease__ontology_label	respiratory failure	-1.97645625259406	0.73396790207468	0.00941650490110114	0.394763392402631	CPLM	1.215	58	32	45
ZNF295AS1	disease__ontology_label	normal	1.84896830424082	0.686620799674757	0.00941613951010482	0.394763392402631	CPLM	1.369	58	10	83
RRAGC	disease__ontology_label	respiratory failure	1.02941004736652	0.382446534404652	0.00944617925016266	0.394763392402631	CPLM	1.01	58	24	59
RPL37A	disease__ontology_label	normal	-0.874176246423481	0.32515013168798	0.00952401326366637	0.394763392402631	CPLM	1.35	58	48	17
NEAT1	disease__ontology_label	normal	0.909607050022864	0.339753578338834	0.00981086826073877	0.400097209302904	CPLM	1.643	58	51	12
MAPK8IP3	disease__ontology_label	normal	0.87982606557976	0.328398480283192	0.00976233249502362	0.400097209302904	CPLM	1.218	58	29	50
UCN3	disease__ontology_label	normal	1.73902262391854	0.649834034148658	0.00984062973268804	0.400097209302904	CPLM	1.129	58	11	81
ERBB3	disease__ontology_label	respiratory failure	0.934505695186003	0.34941777662849	0.00988305623867844	0.400097209302904	CPLM	1.24	58	36	38
DUOXA2	disease__ontology_label	normal	-3.65977531051369	1.37245048618106	0.0100892072394172	0.401435064018883	CPLM	1.537	58	10	83
PPL	disease__ontology_label	respiratory failure	1.15185466044684	0.433113140229161	0.010279235117121	0.401435064018883	CPLM	1.543	58	40	31
FTH1	disease__ontology_label	long COVID-19	1.0916866464633	0.409820990349399	0.0101631539084332	0.401435064018883	CPLM	1.456	58	48	17
ZFP36	disease__ontology_label	normal	-1.10474415647253	0.41440296217167	0.010108531846056	0.401435064018883	CPLM	1.454	58	36	38
ANXA9	disease__ontology_label	respiratory failure	1.5421174824511	0.578426257435685	0.0101035548429641	0.401435064018883	CPLM	1.135	58	10	83
SKIL	disease__ontology_label	long COVID-19	1.28822742362363	0.484572588500765	0.0103060625650144	0.401435064018883	CPLM	1.146	58	33	43
STAT5B	disease__ontology_label	normal	1.01687652690846	0.382048095360939	0.0102210473910109	0.401435064018883	CPLM	1.01	58	20	66
PLK3	disease__ontology_label	respiratory failure	1.12335740457048	0.423483368738255	0.0104642093994424	0.405403725442913	CPLM	1.01	58	15	74
RND3	disease__ontology_label	normal	-1.15459576096054	0.436179179245227	0.0106182125865333	0.408578316984569	CPLM	1.406	58	38	34
HSP90AB1	disease__ontology_label	respiratory failure	-1.021070113809	0.385953357427773	0.0106595508733138	0.408578316984569	CPLM	1.381	58	48	17
TCN1	disease__ontology_label	respiratory failure	1.71142436430064	0.648024411315423	0.0107879922176366	0.409459671266556	CPLM	1.335	58	14	76
TMSB10	disease__ontology_label	normal	-0.775230661030955	0.293570562750155	0.0107961889454129	0.409459671266556	CPLM	1.394	58	46	21
BST2	disease__ontology_label	normal	-2.99634776552311	1.13904712559959	0.0110845489408784	0.411728142618399	CPLM	1.231	58	16	72
STAT1	disease__ontology_label	normal	-1.03049962808815	0.391172957016784	0.0109752055809443	0.411728142618399	CPLM	1.374	58	42	28
HLAA	disease__ontology_label	normal	-0.551926776927495	0.209569699516528	0.0109970675093169	0.411728142618399	CPLM	1.382	58	48	17
HLAA	disease__ontology_label	respiratory failure	-0.718432526913589	0.273022487048792	0.0110606355822108	0.411728142618399	CPLM	1.382	58	48	17
NR4A1	disease__ontology_label	long COVID-19	1.6087584230236	0.612583712195081	0.0112117422817132	0.414316999395002	CPLM	1.283	58	16	72
OXTR	disease__ontology_label	long COVID-19	1.93470219428952	0.742267063968347	0.0117995262930535	0.433813196263999	CPLM	1.372	58	11	81
RPL13	disease__ontology_label	normal	-0.66636561731929	0.25589000335189	0.0118719974410975	0.434261997769282	CPLM	1.342	58	46	21
BLVRB	disease__ontology_label	respiratory failure	0.780417815249259	0.300002101218683	0.0119562225783237	0.435134039895962	CPLM	1.143	58	35	40
FOSL2	disease__ontology_label	long COVID-19	1.41639745744707	0.54584563489132	0.0121587712831127	0.435901024209502	CPLM	1.332	58	36	38
AVPI1	disease__ontology_label	respiratory failure	1.06109314131795	0.408847458087777	0.0121443627396071	0.435901024209502	CPLM	1.271	58	21	64
NET1	disease__ontology_label	long COVID-19	1.04743134922403	0.4033276642872	0.0120928832143064	0.435901024209502	CPLM	1.214	58	40	31
PNP	disease__ontology_label	respiratory failure	1.03880462912124	0.400803395057325	0.0122551778791008	0.437182236617824	CPLM	1.154	58	24	59
