feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
PIK3IP1	groups	respiratory failure	1.22800508717753	0.0460243780277763	8.82712193670589e-153	5.16590336111218e-151	CPLM	1.233	13124	4215	68
CES1	groups	respiratory failure	-1.30633157089262	0.0490836573839864	4.84171828590512e-152	2.79059035751259e-150	CPLM	1.358	13124	5185	60
TMPRSS4	groups	respiratory failure	1.06009866505387	0.0398520401879842	6.81568914236591e-152	3.86968380560596e-150	CPLM	1.293	13124	5898	55
PPOX	groups	respiratory failure	-1.25830681196207	0.0474303726003308	4.12362662036029e-151	2.3068052446839e-149	CPLM	1.212	13124	4626	65
B4GALT5	groups	respiratory failure	1.15530543494012	0.0438270753393133	2.88945125761205e-149	1.59296704115308e-147	CPLM	1.196	13124	5626	57
TIMP2	groups	respiratory failure	2.33788599811808	0.0889757503151337	2.42638067672159e-148	1.3185645848927e-146	CPLM	1.292	13124	2203	83
VSIR	groups	respiratory failure	1.81663307886154	0.069175737011753	3.47830370144891e-148	1.86358694088896e-146	CPLM	1.114	13124	2870	78
HSD17B13	groups	respiratory failure	-2.95501408851021	0.112568284109805	4.49588722144975e-148	2.37532708199928e-146	CPLM	1.281	13124	2619	80
SH3BGRL2	groups	respiratory failure	1.23840930420949	0.047197908650975	6.09874082763592e-148	3.17802878196261e-146	CPLM	1.121	13124	3832	71
SMAGP	groups	respiratory failure	1.53988719738121	0.0588278682302265	2.89835664249241e-147	1.48991198216772e-145	CPLM	1.121	13124	3036	77
ADGRF1	groups	respiratory failure	0.963033519757785	0.036857075597122	9.40525728452746e-147	4.77034649471233e-145	CPLM	1.286	13124	6531	50
PRSS8	groups	respiratory failure	1.71897413366738	0.0657925802908537	9.80926880159858e-147	4.90979717385276e-145	CPLM	1.321	13124	3020	77
S100P	groups	COVID-19	1.39803204651662	0.0535785386270736	2.28602876989823e-146	1.12935758970037e-144	CPLM	1.588	13124	6840	48
NDRG2	groups	respiratory failure	1.14965618933313	0.044349479295553	1.55945948498208e-144	7.60536394983566e-143	CPLM	1.333	13124	5713	56
AQP3	groups	respiratory failure	-0.965105478843089	0.0372416455101053	1.89862243175428e-144	9.14222750682696e-143	CPLM	1.423	13124	9603	27
KRT7	groups	COVID-19	1.31771140540403	0.051167360808237	1.01756688225469e-142	4.83853052512104e-141	CPLM	1.465	13124	5651	57
C9orf135	groups	respiratory failure	-1.35056716253945	0.0526496528462637	1.20935189599615e-141	5.6794748300856e-140	CPLM	1.201	13124	4483	66
CYP4B1	groups	long COVID-19	-1.3903827234342	0.0543077382015087	4.10905678837968e-141	1.90620146621906e-139	CPLM	1.448	13124	8768	33
S100A4	groups	long COVID-19	1.71079854432453	0.0668342918146281	4.5651425197351e-141	2.09226531868341e-139	CPLM	1.438	13124	5733	56
RSPH4A	groups	respiratory failure	-1.03213455315692	0.040495784871956	6.68873258544961e-140	3.02904032798218e-138	CPLM	1.318	13124	5542	58
FRMPD2	groups	respiratory failure	-1.93690944346683	0.0760296888859433	8.90258022950905e-140	3.98416649330029e-138	CPLM	1.2	13124	2812	79
FOXJ1	groups	respiratory failure	-1.13511858637087	0.044639494515407	2.79703020243493e-139	1.23719801047238e-137	CPLM	1.269	13124	4864	63
XDH	groups	respiratory failure	2.42792433385157	0.0956951327006948	1.11737715536721e-138	4.8856352862263e-137	CPLM	1.343	13124	1915	85
C9orf24	groups	respiratory failure	-0.971144267039661	0.0386009926057506	1.90342516566093e-136	8.22798787519792e-135	CPLM	1.396	13124	6370	51
CFAP46	groups	respiratory failure	-1.34976810489825	0.0537403666303262	5.22816427565996e-136	2.23459965220343e-134	CPLM	1.257	13124	4533	65
ABCA13	groups	COVID-19	-0.677750907000821	0.0271471952085727	1.92676946760153e-134	8.14381228306245e-133	CPLM	1.366	13124	8206	37
APOD	groups	COVID-19	-1.17590280801624	0.0472706824632918	1.63938125030314e-133	6.8529739298386e-132	CPLM	1.192	13124	2624	80
PSCA	groups	COVID-19	0.867985277541043	0.0349021469832705	1.92884555912507e-133	7.97535707273018e-132	CPLM	1.573	13124	9792	25
CEACAM1	groups	respiratory failure	2.56665610540269	0.103268511110665	2.74970267264051e-133	1.12471709319618e-131	CPLM	1.428	13124	1880	86
LYPD2	groups	COVID-19	1.78896955878756	0.0720946965345284	7.11811003881728e-133	2.88056282847457e-131	CPLM	1.369	13124	4085	69
FABP6	groups	COVID-19	-1.12457555822666	0.0453276184030866	7.86842174478803e-133	3.15068171759723e-131	CPLM	1.25	13124	3287	75
UBC	groups	respiratory failure	0.605778831903736	0.0244192487036402	8.35148487561641e-133	3.309275881963e-131	CPLM	1.338	13124	11235	14
APOD	groups	respiratory failure	-1.73778335108515	0.0700795791491218	1.06247821514177e-132	4.16666714474156e-131	CPLM	1.192	13124	2624	80
XIST	groups	respiratory failure	-3.67999836853535	0.148543554988354	1.85145829539282e-132	7.18668097517786e-131	CPLM	1.321	13124	4373	67
IFT57	groups	respiratory failure	-0.938150770286994	0.0379193169578664	4.06144029269222e-132	1.56057766397992e-130	CPLM	1.357	13124	6850	48
TUFT1	groups	respiratory failure	1.85783866950461	0.07510502796785	4.48250716677075e-132	1.70514572623959e-130	CPLM	1.138	13124	2353	82
SPAG6	groups	respiratory failure	-0.967895682711852	0.0391949855188453	1.21534077194462e-131	4.57738247175974e-130	CPLM	1.329	13124	5574	58
VMO1	groups	COVID-19	2.06575895867765	0.0838650917400181	5.3085921260001e-131	1.97979259287298e-129	CPLM	1.548	13124	4474	66
KLHL6	groups	COVID-19	-0.882018541275557	0.0358617543518762	1.26852327665623e-130	4.68491509165078e-129	CPLM	1.248	13124	4556	65
ALDH1A1	groups	respiratory failure	-0.724200812694721	0.0294947780647356	3.36335256597827e-130	1.23021088086359e-128	CPLM	1.451	13124	9647	26
ARMC4	groups	respiratory failure	-1.23581149530656	0.0506262605616606	9.63021526908312e-129	3.48888941748497e-127	CPLM	1.192	13124	3929	70
ERBB3	groups	respiratory failure	1.07131743830195	0.0440281350402376	5.9424519973426e-128	2.1325554148954e-126	CPLM	1.138	13124	4772	64
VSIG2	groups	respiratory failure	1.69990903952092	0.0698821741266202	7.02952150018679e-128	2.49909343801033e-126	CPLM	1.211	13124	2643	80
GABRP	groups	respiratory failure	1.62057508868544	0.0667313410362897	1.79723120770078e-127	6.33024769823496e-126	CPLM	1.355	13124	3544	73
MIR4435-2HG	groups	respiratory failure	2.39412953427912	0.0986959547487664	3.40328480902191e-127	1.18771517555223e-125	CPLM	1.189	13124	2470	81
CCDC190	groups	respiratory failure	-1.08926880830051	0.044991536432233	1.01663786409975e-126	3.51571857730497e-125	CPLM	1.232	13124	5026	62
DNAH7	groups	COVID-19	-0.838645877258763	0.0346420264411307	1.05539972505051e-126	3.61688338206498e-125	CPLM	1.292	13124	5277	60
C15orf48	groups	respiratory failure	2.12152338882094	0.0876995879346544	1.60678083450054e-126	5.45731633432147e-125	CPLM	1.524	13124	3693	72
FRMPD2	groups	COVID-19	-1.16767138007836	0.0482871792752552	1.97941307100445e-126	6.66344010805392e-125	CPLM	1.2	13124	2812	79
SLC6A6	groups	respiratory failure	-1.23217823576819	0.0509851426796842	2.76463565579116e-126	9.22515266195577e-125	CPLM	1.162	13124	5624	57
CPLANE1	groups	respiratory failure	-1.05760373405981	0.0437909923465173	4.02647171981118e-126	1.33188681931841e-124	CPLM	1.198	13124	6045	54
STEAP4	groups	respiratory failure	1.49821446048944	0.0620503162489719	4.62849600178778e-126	1.51782748196558e-124	CPLM	1.357	13124	4235	68
NEK10	groups	respiratory failure	-1.12565960809801	0.046645765284832	6.2638258906811e-126	2.03654646907273e-124	CPLM	1.244	13124	4863	63
TSPAN19	groups	respiratory failure	-1.41623269758663	0.058967742566552	8.92145268822441e-125	2.87603440898353e-123	CPLM	1.177	13124	3908	70
PTGES	groups	respiratory failure	1.98632508932924	0.0831070315132228	1.29280975207797e-123	4.13264562765093e-122	CPLM	1.291	13124	2627	80
KRT7	groups	respiratory failure	1.36159952457294	0.0569899317059608	1.58473644179099e-123	5.02361452047744e-122	CPLM	1.465	13124	5651	57
PTK6	groups	respiratory failure	1.77383046409091	0.0742960003861215	2.32674452235758e-123	7.31482327524649e-122	CPLM	1.117	13124	2154	84
C11orf88	groups	respiratory failure	-1.15619797043343	0.0485575104490202	1.01358163948695e-122	3.16038078410521e-121	CPLM	1.296	13124	5315	60
BCAS1	groups	respiratory failure	0.723346803406276	0.0304563393527479	4.04607520984423e-122	1.25132277221524e-120	CPLM	1.21	13124	6377	51
AKAP9	groups	respiratory failure	-0.726608464191974	0.0306142528100508	5.82334558762547e-122	1.78645214639736e-120	CPLM	1.357	13124	9892	25
CDKN1A	groups	respiratory failure	1.20121113542597	0.0506128989884633	5.96025091465284e-122	1.81382355834715e-120	CPLM	1.352	13124	6247	52
A2ML1	groups	respiratory failure	2.90605179686164	0.122467756596443	6.55651061532865e-122	1.97944177624684e-120	CPLM	1.39	13124	1410	89
CEACAM5	groups	respiratory failure	1.72497338392959	0.072784679911246	1.28214658532601e-121	3.84038237053554e-120	CPLM	1.55	13124	3519	73
DTHD1	groups	respiratory failure	-1.04237584184805	0.0440332224298749	2.38038705743778e-121	7.07421278632291e-120	CPLM	1.275	13124	5265	60
CDKN1B	groups	respiratory failure	1.12783356128093	0.0476571661094672	2.78638075364973e-121	8.21658324564619e-120	CPLM	1.107	13124	4091	69
NCCRP1	groups	respiratory failure	1.98302762826328	0.0839603476437654	8.09340151613159e-121	2.36825379748958e-119	CPLM	1.367	13124	1948	85
SPAG6	groups	COVID-19	-0.70860340393765	0.0300868858803242	3.6719998709051e-120	1.06628148923076e-118	CPLM	1.329	13124	5574	58
DNAH3	groups	COVID-19	-0.843183368348335	0.0359030455867025	1.66603871592375e-119	4.80122066316209e-118	CPLM	1.312	13124	5250	60
RIOK3	groups	respiratory failure	0.992697099487042	0.0423184411876989	3.07928277319088e-119	8.80721178136701e-118	CPLM	1.217	13124	6195	53
SNTN	groups	respiratory failure	-0.96593361407051	0.0412187188184477	5.22404061592146e-119	1.483003768878e-117	CPLM	1.332	13124	5714	56
MAATS1	groups	respiratory failure	-1.13382675127374	0.0484871019984499	1.61926225437056e-118	4.5627211967597e-117	CPLM	1.225	13124	4561	65
MUC1	groups	COVID-19	0.90711111458524	0.0388130010143102	2.15773246901103e-118	6.0353046412632e-117	CPLM	1.394	13124	7496	43
COLCA1	groups	respiratory failure	-1.69128560279963	0.072444326393303	3.8107951159632e-118	1.05812150519153e-116	CPLM	1.121	13124	2863	78
LRRC74B	groups	COVID-19	-1.02530510186965	0.0440013105352307	1.02984781726753e-117	2.83879789629397e-116	CPLM	1.194	13124	3566	73
SLC31A2	groups	respiratory failure	1.93539460756216	0.0832767160609828	4.05107568589145e-117	1.10865409418209e-115	CPLM	1.167	13124	2078	84
GSTA2	groups	COVID-19	-1.15488823157548	0.0497435880389307	6.88062673761461e-117	1.86956457927757e-115	CPLM	1.364	13124	3257	75
KRT19	groups	COVID-19	0.73175106934422	0.0315870515457469	2.13122502879099e-116	5.74977305639782e-115	CPLM	1.537	13124	9895	25
WFDC2	groups	COVID-19	0.859164817894445	0.0371575568544169	5.67504207027357e-116	1.52027183347328e-114	CPLM	1.568	13124	9726	26
MAOB	groups	COVID-19	-1.25406954519869	0.054252010384921	6.56957659332451e-116	1.74759925601444e-114	CPLM	1.122	13124	2024	85
PPOX	groups	COVID-19	-0.798533913506154	0.0345496589100843	7.02156122558578e-116	1.85486242375891e-114	CPLM	1.212	13124	4626	65
MUC1	groups	respiratory failure	0.998465817261882	0.0432047914719832	7.4349176441645e-116	1.95051218747598e-114	CPLM	1.394	13124	7496	43
SYNE1	groups	COVID-19	-0.759381346109003	0.0328727278161674	9.16851101006447e-116	2.38883670426611e-114	CPLM	1.411	13124	6272	52
EFHB	groups	respiratory failure	-1.14161458008015	0.0494892413802064	1.89697482724781e-115	4.90890628765353e-114	CPLM	1.236	13124	4081	69
DNAH10	groups	COVID-19	-0.825873793286701	0.0358672561237467	4.82761106396002e-115	1.24082651941243e-113	CPLM	1.314	13124	5072	61
SAMHD1	groups	respiratory failure	-0.859488159200273	0.0373305155758711	5.05777261225838e-115	1.29125953134435e-113	CPLM	1.33	13124	7468	43
TMSB10	groups	COVID-19	0.629081590011948	0.0273536418764711	8.92907202261265e-115	2.26441266493457e-113	CPLM	1.371	13124	10759	18
ERICH3	groups	respiratory failure	-0.888024849782261	0.0387108642304173	3.23250168617629e-114	8.14333537365206e-113	CPLM	1.369	13124	5892	55
PCM1	groups	respiratory failure	-0.744619503683819	0.0325674454732398	1.72957527333048e-113	4.32848969720338e-112	CPLM	1.349	13124	9263	29
TBC1D8	groups	respiratory failure	-1.42699437530472	0.062426784855741	1.94090705120869e-113	4.82562772731887e-112	CPLM	1.317	13124	5096	61
GSTA1	groups	COVID-19	-0.658101855465995	0.0288845634512842	1.00618910104639e-112	2.4854177534938e-111	CPLM	1.413	13124	7127	46
CXCL17	groups	COVID-19	1.00055427745878	0.0439501400049161	1.50006812047066e-112	3.68145750340026e-111	CPLM	1.297	13124	6016	54
EFHC1	groups	COVID-19	-0.741077818419396	0.0325803756823902	2.30206449623867e-112	5.61349573313584e-111	CPLM	1.291	13124	5668	57
DNAH9	groups	COVID-19	-0.760624156145801	0.0334554069375386	2.9092070107018e-112	7.04880475713991e-111	CPLM	1.353	13124	5452	58
MAPK15	groups	respiratory failure	-1.3992841236025	0.0615626534621317	3.32024903009486e-112	7.9938147534689e-111	CPLM	1.18	13124	3390	74
NAPRT	groups	respiratory failure	1.14479285545431	0.0504131919211942	5.2858354363535e-112	1.26461119496155e-110	CPLM	1.113	13124	3795	71
MT-ND2	groups	COVID-19	-0.407125453412921	0.017938460496404	6.95303363769807e-112	1.65308374736272e-110	CPLM	1.575	13124	12557	4
FAM129B	groups	respiratory failure	1.08611338466191	0.0478849194535688	9.43037263755694e-112	2.22814518715942e-110	CPLM	1.423	13124	6265	52
WDR78	groups	COVID-19	-0.740027512987576	0.0326544352155455	1.43964593716587e-111	3.38050194134504e-110	CPLM	1.296	13124	5259	60
CCDC17	groups	COVID-19	-0.714432724164095	0.0315460596637849	2.0022059024682e-111	4.67263267054541e-110	CPLM	1.33	13124	5645	57
DYNC2H1	groups	COVID-19	-0.771516065385312	0.0341544266719268	7.13155260152022e-111	1.65417232293798e-109	CPLM	1.292	13124	5556	58
ERICH3	groups	COVID-19	-0.677546226839174	0.0299956099745173	7.26812666450856e-111	1.67563356556306e-109	CPLM	1.369	13124	5892	55
PIFO	groups	respiratory failure	-0.867490252845865	0.0384399821574064	1.1428456099344e-110	2.61890644589786e-109	CPLM	1.35	13124	6293	52
USP6NL	groups	respiratory failure	1.0397146330017	0.0460912857859472	1.41046400289885e-110	3.21281740540553e-109	CPLM	1.01	13124	3264	75
HIST1H1C	groups	respiratory failure	1.70528513997712	0.075601589999536	1.45787238323163e-110	3.30103961060306e-109	CPLM	1.437	13124	3852	71
KLHL6	groups	respiratory failure	-1.04111295563569	0.0462382471161852	3.47337172811702e-110	7.8181692625782e-109	CPLM	1.248	13124	4556	65
CBR1	groups	respiratory failure	-0.957379441088612	0.0425282557811246	3.84363133074835e-110	8.60069034245102e-109	CPLM	1.246	13124	6437	51
CROCC2	groups	respiratory failure	-1.79379521441236	0.0796882127716148	3.96559332849821e-110	8.821705860589e-109	CPLM	1.241	13124	2872	78
TRAF3IP1	groups	respiratory failure	-0.90998039775725	0.0404504357450834	5.3725879443811e-110	1.18821654304801e-108	CPLM	1.271	13124	6217	53
SEC14L3	groups	COVID-19	-1.13558496862331	0.0505605154336458	1.17966724172212e-109	2.59390415463061e-108	CPLM	1.324	13124	3004	77
BASP1	groups	COVID-19	-0.622746467420886	0.0277757483759383	2.76906303154687e-109	6.05374469655419e-108	CPLM	1.314	13124	6650	49
CCDC170	groups	COVID-19	-0.668936415523755	0.0298423177301465	3.07284750929649e-109	6.67949252877934e-108	CPLM	1.379	13124	6012	54
TSPAN1	groups	respiratory failure	-0.578645566553084	0.025823302621657	3.63872912286297e-109	7.86461680873337e-108	CPLM	1.469	13124	10399	21
EFHB	groups	COVID-19	-0.834109685059936	0.0372752095816856	7.08316767331557e-109	1.52228078131596e-107	CPLM	1.236	13124	4081	69
XBP1	groups	COVID-19	1.00021972987617	0.0447388426402446	1.09572753374876e-108	2.34165592043835e-107	CPLM	1.391	13124	6659	49
WDR66	groups	COVID-19	-0.695415194117667	0.0311762529449071	3.28455480043212e-108	6.98013768762222e-107	CPLM	1.305	13124	5768	56
KRT80	groups	respiratory failure	1.6765073103107	0.0751617672268493	3.32766531844903e-108	7.03246603965562e-107	CPLM	1.349	13124	2722	79
RFX3	groups	respiratory failure	-0.944418822094099	0.0423537922505284	3.8681891130718e-108	8.12960850062161e-107	CPLM	1.238	13124	5541	58
METRNL	groups	respiratory failure	1.62866032595258	0.073095370641439	5.57965486654976e-108	1.16620918199754e-106	CPLM	1.209	13124	2719	79
PHLDA3	groups	respiratory failure	1.53166273215024	0.068848396838417	1.16925385142262e-107	2.43051456328505e-106	CPLM	1.098	13124	2335	82
MTUS1	groups	respiratory failure	0.902006046115046	0.0405714434479945	1.59144068057526e-107	3.29013062440668e-106	CPLM	1.226	13124	5965	55
CCDC114	groups	respiratory failure	-1.24728367015815	0.0561851279884967	3.23050200528937e-107	6.64261060979501e-106	CPLM	1.219	13124	4062	69
TCTEX1D4	groups	respiratory failure	-1.16228201329325	0.052372333270319	3.74243377226031e-107	7.6538806826227e-106	CPLM	1.225	13124	4021	69
SQSTM1	groups	respiratory failure	0.7304776239199	0.0329274654609641	4.4637278308072e-107	9.0802249563586e-106	CPLM	1.367	13124	9711	26
DNAH7	groups	respiratory failure	-0.987106452887404	0.0445350233933644	6.81018638835324e-107	1.37797601177105e-105	CPLM	1.292	13124	5277	60
SAXO2	groups	respiratory failure	-0.994177893427348	0.0448669036562788	7.80054814519556e-107	1.57001508700127e-105	CPLM	1.263	13124	4993	62
RRAD	groups	COVID-19	-0.76963040213075	0.0348263139202463	2.76943245895036e-106	5.54469530202483e-105	CPLM	1.404	13124	5874	55
DNAH6	groups	respiratory failure	-1.02244189682945	0.0463383998481456	5.77258880560109e-106	1.14968208463385e-104	CPLM	1.287	13124	5189	60
S100A9	groups	respiratory failure	1.96173788863429	0.0890007934426684	9.39878516251663e-106	1.86213431032361e-104	CPLM	1.658	13124	4695	64
DNAH11	groups	COVID-19	-0.798419573694243	0.0362430079472662	1.21830428331153e-105	2.40125880503474e-104	CPLM	1.326	13124	5335	59
